date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:09:46	11988/11988	---M--	200	added ('OK')	application/octet-stream	etag:%226215b3f9-2ed4%22	http://thicongsonnuoclocphat.com/wp-content/themes/flatsome/assets/css/icons/fl-icons.ttf?v=3.15.3	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/wp-content/themes/flatsome/assets/css/icons/fl-icons8af9.ttf	(from http://thicongsonnuoclocphat.com/)
10:09:47	12064/12064	---M--	200	added ('OK')	font/woff	etag:%226215b3f9-2f20%22	http://thicongsonnuoclocphat.com/wp-content/themes/flatsome/assets/css/icons/fl-icons.woff?v=3.15.3	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/wp-content/themes/flatsome/assets/css/icons/fl-icons8af9.woff	(from http://thicongsonnuoclocphat.com/)
10:09:48	33974/33974	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%226215b3f9-84b6%22	http://thicongsonnuoclocphat.com/wp-content/themes/flatsome/assets/css/icons/fl-icons.svg?v=3.15.3	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/wp-content/themes/flatsome/assets/css/icons/fl-icons8af9.svg	(from http://thicongsonnuoclocphat.com/)
10:09:48	23991/23991	---MCZ	200	added ('OK')	text/css	etag:W/%226215b3f9-5db7%22	http://thicongsonnuoclocphat.com/wp-content/themes/flatsome/assets/css/flatsome-shop.css?ver=3.15.3	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/wp-content/themes/flatsome/assets/css/flatsome-shopb73d.css	(from http://thicongsonnuoclocphat.com/)
10:09:49	628/628	---MCZ	200	added ('OK')	text/css	etag:W/%226215b3f9-274%22	http://thicongsonnuoclocphat.com/wp-content/themes/flatsome/style.css?ver=3.15.3	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/wp-content/themes/flatsome/styleb73d.css	(from http://thicongsonnuoclocphat.com/)
10:09:52	89521/89521	---MCZ	200	added ('OK')	application/javascript	etag:W/%226048e0ac-15db1%22	http://thicongsonnuoclocphat.com/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/wp-includes/js/jquery/jquery.minaf6c.js	(from http://thicongsonnuoclocphat.com/)
10:09:52	11224/11224	---MCZ	200	added ('OK')	application/javascript	etag:W/%225fb4e3fe-2bd8%22	http://thicongsonnuoclocphat.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/wp-includes/js/jquery/jquery-migrate.mind617.js	(from http://thicongsonnuoclocphat.com/)
10:09:56	64324/64324	---MCZ	200	added ('OK')	application/json	date:Fri,%2029%20Jul%202022%2003:09:30%20GMT	http://thicongsonnuoclocphat.com/wp-json/wp/v2/pages/5	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/wp-json/wp/v2/pages/5.json	(from http://thicongsonnuoclocphat.com/)
10:09:56	858/858	---MCZ	200	added ('OK')	text/xml	date:Fri,%2029%20Jul%202022%2003:09:31%20GMT	http://thicongsonnuoclocphat.com/xmlrpc.php?rsd	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/xmlrpc0db0.php	(from http://thicongsonnuoclocphat.com/)
10:09:58	1045/1045	---MCZ	200	added ('OK')	application/xml	etag:W/%2252a8c1b7-415%22	http://thicongsonnuoclocphat.com/wp-includes/wlwmanifest.xml	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/wp-includes/wlwmanifest.xml	(from http://thicongsonnuoclocphat.com/)
10:09:58	2415/2415	---MCZ	200	added ('OK')	application/json	date:Fri,%2029%20Jul%202022%2003:09:33%20GMT	http://thicongsonnuoclocphat.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fthicongsonnuoclocphat.com%2F	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/wp-json/oembed/1.0/embed7300.json	(from http://thicongsonnuoclocphat.com/)
10:10:00	2495/2495	---MCZ	200	added ('OK')	text/xml	date:Fri,%2029%20Jul%202022%2003:09:34%20GMT	http://thicongsonnuoclocphat.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fthicongsonnuoclocphat.com%2F&format=xml	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/wp-json/oembed/1.0/embed4a56	(from http://thicongsonnuoclocphat.com/)
10:10:02	10439/10439	---M--	200	added ('OK')	image/png	etag:%226215b4e1-28c7%22	http://thicongsonnuoclocphat.com/wp-content/uploads/2020/06/cropped-Untitled-100x100.png	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/wp-content/uploads/2020/06/cropped-Untitled-100x100.png	(from http://thicongsonnuoclocphat.com/)
10:10:05	10745/10745	---M--	200	added ('OK')	image/png	etag:%226215b5a1-29f9%22	http://thicongsonnuoclocphat.com/wp-content/uploads/2022/02/Untitled.png	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/wp-content/uploads/2022/02/Untitled.png	(from http://thicongsonnuoclocphat.com/)
10:10:08	26882/26882	---M--	200	added ('OK')	image/jpeg	etag:%226215b4c9-6902%22	http://thicongsonnuoclocphat.com/wp-content/uploads/2020/05/064867702589330.jpg	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/wp-content/uploads/2020/05/064867702589330.jpg	(from http://thicongsonnuoclocphat.com/)
10:10:10	17987/17987	---M--	200	added ('OK')	image/jpeg	etag:%226215b4c9-4643%22	http://thicongsonnuoclocphat.com/wp-content/uploads/2020/05/920186150845829.jpg	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/wp-content/uploads/2020/05/920186150845829.jpg	(from http://thicongsonnuoclocphat.com/)
10:10:11	1231466/1231466	---MCZ	200	added ('OK')	application/json	date:Fri,%2029%20Jul%202022%2003:09:30%20GMT	http://thicongsonnuoclocphat.com/wp-json/	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/wp-json/index.html	(from http://thicongsonnuoclocphat.com/)
10:10:11	15332/15332	---M--	200	added ('OK')	image/jpeg	etag:%226215b4c9-3be4%22	http://thicongsonnuoclocphat.com/wp-content/uploads/2020/05/716539872423069.jpg	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/wp-content/uploads/2020/05/716539872423069.jpg	(from http://thicongsonnuoclocphat.com/)
10:10:12	65368/65368	---M--	200	added ('OK')	image/png	etag:%226215b4e1-ff58%22	http://thicongsonnuoclocphat.com/wp-content/uploads/2020/06/cropped-Untitled-300x300.png	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/wp-content/uploads/2020/06/cropped-Untitled-300x300.png	(from http://thicongsonnuoclocphat.com/)
10:10:16	124425/124425	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Jul%202022%2003:09:48%20GMT	http://thicongsonnuoclocphat.com/gio-hang/	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/gio-hang/index.html	(from http://thicongsonnuoclocphat.com/)
10:10:16	68640/68640	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Jul%202022%2003:09:48%20GMT	http://thicongsonnuoclocphat.com/gioi-thieu/	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/gioi-thieu/index.html	(from http://thicongsonnuoclocphat.com/)
10:10:19	58559/58559	---M--	200	added ('OK')	image/jpeg	etag:%226215b4da-e4bf%22	http://thicongsonnuoclocphat.com/wp-content/uploads/2020/06/5a2a9b9f121de843b10c-2.jpg	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/wp-content/uploads/2020/06/5a2a9b9f121de843b10c-2.jpg	(from http://thicongsonnuoclocphat.com/)
10:10:20	88887/88887	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Jul%202022%2003:09:53%20GMT	http://thicongsonnuoclocphat.com/son-nuoc/	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/son-nuoc/index.html	(from http://thicongsonnuoclocphat.com/)
10:10:24	65778/65778	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Jul%202022%2003:09:56%20GMT	http://thicongsonnuoclocphat.com/thach-cao/	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/thach-cao/index.html	(from http://thicongsonnuoclocphat.com/)
10:10:29	51595/51595	---M--	200	added ('OK')	image/jpeg	etag:%226215b4d7-c98b%22	http://thicongsonnuoclocphat.com/wp-content/uploads/2020/06/8197570ede8c24d27d9d-1.jpg	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/wp-content/uploads/2020/06/8197570ede8c24d27d9d-1.jpg	(from http://thicongsonnuoclocphat.com/)
10:10:37	40612/40612	---M--	200	added ('OK')	image/jpeg	etag:%226215b4d9-9ea4%22	http://thicongsonnuoclocphat.com/wp-content/uploads/2020/06/dccd807009f2f3acaae3-1.jpg	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/wp-content/uploads/2020/06/dccd807009f2f3acaae3-1.jpg	(from http://thicongsonnuoclocphat.com/)
10:10:38	124065/124065	---M--	200	added ('OK')	image/jpeg	etag:%226215b4de-1e4a1%22	http://thicongsonnuoclocphat.com/wp-content/uploads/2020/06/c36dc0cd494fb311ea5e-2.jpg	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/wp-content/uploads/2020/06/c36dc0cd494fb311ea5e-2.jpg	(from http://thicongsonnuoclocphat.com/)
10:10:40	174373/174373	---M--	200	added ('OK')	image/jpeg	etag:%226215b4d4-2a925%22	http://thicongsonnuoclocphat.com/wp-content/uploads/2020/06/66f185fab87742291b66-1.jpg	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/wp-content/uploads/2020/06/66f185fab87742291b66-1.jpg	(from http://thicongsonnuoclocphat.com/)
10:10:40	99282/99282	---M--	200	added ('OK')	image/jpeg	etag:%226215b4d3-183d2%22	http://thicongsonnuoclocphat.com/wp-content/uploads/2020/06/3f0474eafd6807365e79-1.jpg	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/wp-content/uploads/2020/06/3f0474eafd6807365e79-1.jpg	(from http://thicongsonnuoclocphat.com/)
10:10:42	75097/75097	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Jul%202022%2003:10:14%20GMT	http://thicongsonnuoclocphat.com/sua-chua-nha/	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/sua-chua-nha/index.html	(from http://thicongsonnuoclocphat.com/)
10:10:44	68080/68080	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Jul%202022%2003:10:16%20GMT	http://thicongsonnuoclocphat.com/category/tu-van/	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/category/tu-van/index.html	(from http://thicongsonnuoclocphat.com/)
10:10:56	65923/65923	---M--	200	added ('OK')	image/jpeg	etag:%226215b4dd-10183%22	http://thicongsonnuoclocphat.com/wp-content/uploads/2020/06/86a16a11e39319cd4082-2.jpg	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/wp-content/uploads/2020/06/86a16a11e39319cd4082-2.jpg	(from http://thicongsonnuoclocphat.com/)
10:11:00	106838/106838	---M--	200	added ('OK')	image/jpeg	etag:%226215b4dc-1a156%22	http://thicongsonnuoclocphat.com/wp-content/uploads/2020/06/84d2e04369c1939fcad0-2.jpg	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/wp-content/uploads/2020/06/84d2e04369c1939fcad0-2.jpg	(from http://thicongsonnuoclocphat.com/)
10:11:03	99282/99282	---M--	200	added ('OK')	image/jpeg	etag:%226215b4da-183d2%22	http://thicongsonnuoclocphat.com/wp-content/uploads/2020/06/3f0474eafd6807365e79-2.jpg	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/wp-content/uploads/2020/06/3f0474eafd6807365e79-2.jpg	(from http://thicongsonnuoclocphat.com/)
10:11:04	43764/43764	---M--	200	added ('OK')	image/jpeg	etag:%226215b4da-aaf4%22	http://thicongsonnuoclocphat.com/wp-content/uploads/2020/06/13a54297ca15304b6904-2.jpg	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/wp-content/uploads/2020/06/13a54297ca15304b6904-2.jpg	(from http://thicongsonnuoclocphat.com/)
10:11:09	97664/97664	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Jul%202022%2003:10:42%20GMT	http://thicongsonnuoclocphat.com/du-an-thuc-hien/	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/du-an-thuc-hien/index.html	(from http://thicongsonnuoclocphat.com/)
10:11:19	253066/253066	---M--	200	added ('OK')	image/jpeg	etag:%226215b4de-3dc8a%22	http://thicongsonnuoclocphat.com/wp-content/uploads/2020/06/abfe6d77e4f51eab47e4-2.jpg	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/wp-content/uploads/2020/06/abfe6d77e4f51eab47e4-2.jpg	(from http://thicongsonnuoclocphat.com/)
10:11:19	52573/52573	---M--	200	added ('OK')	image/jpeg	etag:%226215b4dc-cd5d%22	http://thicongsonnuoclocphat.com/wp-content/uploads/2020/06/84d2e04369c1939fcad0-2-1024x768.jpg	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/wp-content/uploads/2020/06/84d2e04369c1939fcad0-2-1024x768.jpg	(from http://thicongsonnuoclocphat.com/)
10:11:20	113072/113072	---M--	200	added ('OK')	image/jpeg	etag:%226215b4db-1b9b0%22	http://thicongsonnuoclocphat.com/wp-content/uploads/2020/06/69dc37041789edd7b498-2-576x1024.jpg	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/wp-content/uploads/2020/06/69dc37041789edd7b498-2-576x1024.jpg	(from http://thicongsonnuoclocphat.com/)
10:11:24	66161/66161	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Jul%202022%2003:10:56%20GMT	http://thicongsonnuoclocphat.com/lien-he/	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/lien-he/index.html	(from http://thicongsonnuoclocphat.com/)
10:11:27	46392/46392	---M--	200	added ('OK')	image/jpeg	etag:%226215b4dd-b538%22	http://thicongsonnuoclocphat.com/wp-content/uploads/2020/06/246b72d3fb51010f5840-2.jpg	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/wp-content/uploads/2020/06/246b72d3fb51010f5840-2.jpg	(from http://thicongsonnuoclocphat.com/)
10:11:28	82009/82009	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Jul%202022%2003:10:58%20GMT	http://thicongsonnuoclocphat.com/__trashed/	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/__trashed/index.html	(from http://thicongsonnuoclocphat.com/)
10:11:32	77752/77752	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Jul%202022%2003:11:04%20GMT	http://thicongsonnuoclocphat.com/225/	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/225/index.html	(from http://thicongsonnuoclocphat.com/)
10:11:34	45613/45613	---M--	200	added ('OK')	image/jpeg	etag:%226215b4dd-b22d%22	http://thicongsonnuoclocphat.com/wp-content/uploads/2020/06/20815d0dd48f2ed1779e-2.jpg	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/wp-content/uploads/2020/06/20815d0dd48f2ed1779e-2.jpg	(from http://thicongsonnuoclocphat.com/)
10:11:37	51595/51595	---M--	200	added ('OK')	image/jpeg	etag:%226215b4de-c98b%22	http://thicongsonnuoclocphat.com/wp-content/uploads/2020/06/8197570ede8c24d27d9d-2.jpg	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/wp-content/uploads/2020/06/8197570ede8c24d27d9d-2.jpg	(from http://thicongsonnuoclocphat.com/)
10:11:41	242322/242322	---M--	200	added ('OK')	image/jpeg	etag:%226215b4db-3b292%22	http://thicongsonnuoclocphat.com/wp-content/uploads/2020/06/69dc37041789edd7b498-2.jpg	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/wp-content/uploads/2020/06/69dc37041789edd7b498-2.jpg	(from http://thicongsonnuoclocphat.com/)
10:11:43	49716/49716	---M--	200	added ('OK')	image/jpeg	etag:%226215b4df-c234%22	http://thicongsonnuoclocphat.com/wp-content/uploads/2020/06/d8061d8294006e5e3711-2-1024x768.jpg	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/wp-content/uploads/2020/06/d8061d8294006e5e3711-2-1024x768.jpg	(from http://thicongsonnuoclocphat.com/)
10:11:47	92015/92015	---M--	200	added ('OK')	image/jpeg	etag:%226215b4de-1676f%22	http://thicongsonnuoclocphat.com/wp-content/uploads/2020/06/abfe6d77e4f51eab47e4-2-1024x768.jpg	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/wp-content/uploads/2020/06/abfe6d77e4f51eab47e4-2-1024x768.jpg	(from http://thicongsonnuoclocphat.com/)
10:11:48	40612/40612	---M--	200	added ('OK')	image/jpeg	etag:%226215b4df-9ea4%22	http://thicongsonnuoclocphat.com/wp-content/uploads/2020/06/dccd807009f2f3acaae3-2.jpg	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/wp-content/uploads/2020/06/dccd807009f2f3acaae3-2.jpg	(from http://thicongsonnuoclocphat.com/)
10:11:52	48500/48500	---M--	200	added ('OK')	image/jpeg	etag:%226215b4e0-bd74%22	http://thicongsonnuoclocphat.com/wp-content/uploads/2020/06/fff9746cfdee07b05eff-2-1024x768.jpg	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/wp-content/uploads/2020/06/fff9746cfdee07b05eff-2-1024x768.jpg	(from http://thicongsonnuoclocphat.com/)
10:11:52	77924/77924	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Jul%202022%2003:11:24%20GMT	http://thicongsonnuoclocphat.com/223/	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/223/index.html	(from http://thicongsonnuoclocphat.com/)
10:11:54	9533/9533	---MCZ	200	added ('OK')	application/javascript	etag:W/%22622a2923-253d%22	http://thicongsonnuoclocphat.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.6.2.2	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min6459.js	(from http://thicongsonnuoclocphat.com/)
10:11:56	3037/3037	---MCZ	200	added ('OK')	application/javascript	etag:W/%22622a2923-bdd%22	http://thicongsonnuoclocphat.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=6.2.2	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min3781.js	(from http://thicongsonnuoclocphat.com/)
10:11:58	77924/77924	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Jul%202022%2003:11:30%20GMT	http://thicongsonnuoclocphat.com/221/	/Users/duckie2910/Documents/website-projects/thi_cong_son_nuoc%20/thicongsonnuocgiare/thicongsonnuoclocphat.com/221/index.html	(from http://thicongsonnuoclocphat.com/)
